,Attribute,Label,Description,Required,Cond_Req,Valid Values,Conditional Requirements,Component
specifyExtractionMethod,specifyExtractionMethod,SpecifyExtractionMethod,Value is determined by the data contributor,False,,,,Microbiome
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,Microbiome
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,Microbiome
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,Microbiome
runType,runType,RunType,The type of run,True,,"['pairedEnd', 'singleEnd']",,Microbiome
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,Microbiome
sequencingBatchSizeUnit,sequencingBatchSizeUnit,SequencingBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherSequencingBatchSizeUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,Microbiome
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Not applicable', 'Unknown', 'OtherLibraryVersion', 'Not collected']",,Microbiome
dnaBatchID,dnaBatchID,DnaBatchID,DNA isolation batch,True,,,,Microbiome
specifySequencingBatchSizeUnit,specifySequencingBatchSizeUnit,SpecifySequencingBatchSizeUnit,Value is determined by the data contributor,False,,,,Microbiome
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,Microbiome
Component,Component,Component,TBD,False,,,,Microbiome
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,Microbiome
readLength,readLength,ReadLength,The length of the read,True,,,,Microbiome
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherReadLengthUnits', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,Microbiome
libraryPrep,libraryPrep,LibraryPrep,The general strategy by which the library was prepared,True,,"['rRNAdepletion', ""Chromium Single Cell 3'"", 'PCRfree', 'cellHashing', 'amplicon', 'Not applicable', 'lncRNAenrichment', 'methylSeq', 'proximity ligation', 'miRNAenrichment', 'polyAselection', 'multiome', 'Not Specified', 'MULTIseq', 'DNALibraryConstruction', 'KapaHyperPrep', 'totalRNA', 'STARRSeq', 'OtherLibraryPrep', 'Unknown', 'SureCell', 'EndItDNAEndRepairKit', 'SPLITseq', 'Not collected']",,Microbiome
sequencingBatchSize,sequencingBatchSize,SequencingBatchSize,The number of samples,True,,,,Microbiome
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,Microbiome
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,Microbiome
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,Microbiome
sequencingBatchID,sequencingBatchID,SequencingBatchID,"Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,Microbiome
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['OtherLibraryPreparationMethod', 'Drop-Seq', 'Smart-seq2', 'Ultralow Methyl-Seq', 'sac-seq', 'CEL-seq', 'Not applicable', 'Smart-seq4', 'SMRTbell', 'NexteraXT', 'Accel-NGS 2S Plus', 'Not Specified', 'NEBNext', 'Omni-ATAC', 'Accel-NGS Methyl-Seq', '10x', 'TruSeq', 'Smart-seq1', 'Unknown', 'Not collected']",,Microbiome
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,Microbiome
specifyDNABatchSizeUnit,specifyDNABatchSizeUnit,SpecifyDNABatchSizeUnit,Value is determined by the data contributor,False,,,,Microbiome
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'OtherPlatformLocation', 'Not applicable', 'Unknown', 'Not collected']",,Microbiome
libraryBatchID,libraryBatchID,LibraryBatchID,"Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,,,Microbiome
dnaBatchSizeUnit,dnaBatchSizeUnit,DnaBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherDnaBatchSizeUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,Microbiome
specifyLibraryPrep,specifyLibraryPrep,SpecifyLibraryPrep,Value is determined by the data contributor,False,,,,Microbiome
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Amniotic Fluid', 'Pancreas', 'Sputum', 'Small intestine', 'Appendix', 'cell line', 'Carbohydrate', 'Popliteal lymph node', 'Vagina', 'Epithelium', 'Thymus', 'Feces', 'Tonsil', 'Liver', 'Colon', 'Dried Blood Spot', 'Brachial lymph node', 'Trachea', 'Neutrophil', 'Stomach', 'Positive Control', 'Breast Milk', 'Nasal Swab', 'DNA', 'Leukocytes', 'Bronchoalveolar Lavage Fluid', 'Inguinal lymph node', 'Endotracheal aspirate', 'Basophils', 'Monocyte', 'Lymphocyte', 'Negative Control', 'PBL', 'Cerebrospinal Fluid', 'Urine', 'Cord blood', 'Colonic Lamina Propria', 'Bone', 'Lung', 'Umbilical cord blood', 'B cell', 'Skin of body', 'Fibroblast', 'Lipid', 'Plasma', 'Red Blood Cell', 'Whole blood', 'brain', 'Lung lymph node', 'Synovial tissue', 'Protein', 'Nasal lavage fluid', 'Jejunum', 'Cervical lymph nodes', 'Pancreatic Stellate Cells', 'Saliva', 'Dendritic cell', 'Cell culture supernatant', 'Osteoblasts', 'Spleen', 'Oropharyngeal Swab Specimen', 'Lymph node', 'Ileum', 'Not Specified', 'Nasal Swab or Nose Specimen', 'PBMC', 'Synovial fluid', 'Organoids', 'Urinary bladder', 'Gastric lamina propria', 'Pooled Sample', 'OtherSampleType', 'Macrophage', 'Tumor Tissue', 'Dermis', 'Salivary Glands', 'Placenta', 'NK cell', 'Mesenteric lymph node', 'Rectal Swab Specimen', 'Bone Marrow', 'Serum', 'Convalescent Plasma', 'Optic Nerve', 'Kidney', 'T cell', 'Mouse Ear', 'Nasopharyngeal Swab Specimen']",,Microbiome
extractionMethod,extractionMethod,ExtractionMethod,The name of the process used to separate a desired component of an input material from the remainder,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,Microbiome
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HumanOmniExpress-24 v1.2 BeadChip', 'PacBio Sequel IIe System', 'Cherry Imaging TRACE Platform', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'Promega GloMax Discover', 'scale', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'Illumina NextSeq 550', 'Infinium HumanOmniExpressExome', 'Cherry Imaging FACE Platform', 'Bionano Irys', 'Illumina 1M', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HumanHap300', 'Illumina NextSeq 2000', 'LI-COR Odyssey CLx', 'Illumina HiSeq 3000', 'Chromium X', 'Illumina Omni2pt5M', '10x Visium Spatial Gene Expression', 'Agilent 44Karray', 'LifeViz Infinity System', 'Illumina Genome Analyzer IIx', 'Spectramax M Series', 'Not applicable', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'BGISEQ-500', 'Nanostring Counter', 'Illumina NovaSeq 6000', 'Illumina h650', 'Perlegen 300Karray', 'Not Specified', 'Illumina HiSeq 2500', 'Illumina HumanOmni1-Quadv1.0', 'Vectra H1 3D Imaging System', 'PacBio Sequel II System', 'Illumina HiSeq X', 'Orbitrap Fusion Lumos Tribrid', 'Illumina Omni5M', 'Illumina WholeGenome DASL', 'Illumina HiSeq 4000', 'Vevo 3100 Imaging System', 'Illumina Human660W-Quad v1.0 BeadChip', 'EnVision 2103 Multiplate Reader', 'Affymetrix U133AB', 'LTQ Orbitrap XL', 'Olympus DP80', 'OtherTechnologyPlatformVersion', 'Q Exative HF', 'Zeiss LSM 980', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina HumanMethylation450', 'Illumina HiSeq 2000', 'Nanostring GeoMx', 'Unknown', 'PacBio RS II', 'LifeViz Micro System', 'Not collected']",,Microbiome
totalReads,totalReads,TotalReads,Total number of sequencing reads from a library.,True,,,,RNAseq
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,RNAseq
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,RNAseq
resultUnit,resultUnit,ResultUnit,The unit for the result value,True,,"['Not Specified', 'TPM', 'RPKM', 'FPKM']",,RNAseq
referenceTranscriptID,referenceTranscriptID,ReferenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,RNAseq
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,RNAseq
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,RNAseq
runType,runType,RunType,The type of run,True,,"['pairedEnd', 'singleEnd']",,RNAseq
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,RNAseq
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Not applicable', 'Unknown', 'OtherLibraryVersion', 'Not collected']",,RNAseq
specifyTranscriptType,specifyTranscriptType,SpecifyTranscriptType,Value is determined by the data contributor,False,,,,RNAseq
repositoryName,repositoryName,RepositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",True,,"['MassIVE', 'Ensembl', 'ImmPort', 'Metabolomics Workbench', 'MGnify', 'SRA', 'OtherRepositoryName', 'dbGAP', 'PRIDE', 'Not applicable', 'GEO', 'Not Specified', 'GenBank', 'NCBI Gene', 'ENA', 'MetaboLights', 'Broad Single Cell Portal', 'IEDB', 'ArrayExpress', 'GISAID', 'Unknown', 'UniProt', 'FlowRepository', 'Not collected']",,RNAseq
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,RNAseq
Component,Component,Component,TBD,False,,,,RNAseq
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,RNAseq
readLength,readLength,ReadLength,The length of the read,True,,,,RNAseq
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherReadLengthUnits', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,RNAseq
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,RNAseq
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,RNAseq
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,RNAseq
specifyRepositoryName,specifyRepositoryName,SpecifyRepositoryName,Value is determined by the data contributor,False,,,,RNAseq
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['OtherLibraryPreparationMethod', 'Drop-Seq', 'Smart-seq2', 'Ultralow Methyl-Seq', 'sac-seq', 'CEL-seq', 'Not applicable', 'Smart-seq4', 'SMRTbell', 'NexteraXT', 'Accel-NGS 2S Plus', 'Not Specified', 'NEBNext', 'Omni-ATAC', 'Accel-NGS Methyl-Seq', '10x', 'TruSeq', 'Smart-seq1', 'Unknown', 'Not collected']",,RNAseq
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,RNAseq
transcriptType,transcriptType,TranscriptType,The type of transcript reported,True,,"['Not Specified', 'Not applicable', 'mRNA', 'Unknown', 'lincRNA', 'OtherTranscriptType', 'snRNA', 'Not collected']",,RNAseq
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'OtherPlatformLocation', 'Not applicable', 'Unknown', 'Not collected']",,RNAseq
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Amniotic Fluid', 'Pancreas', 'Sputum', 'Small intestine', 'Appendix', 'cell line', 'Carbohydrate', 'Popliteal lymph node', 'Vagina', 'Epithelium', 'Thymus', 'Feces', 'Tonsil', 'Liver', 'Colon', 'Dried Blood Spot', 'Brachial lymph node', 'Trachea', 'Neutrophil', 'Stomach', 'Positive Control', 'Breast Milk', 'Nasal Swab', 'DNA', 'Leukocytes', 'Bronchoalveolar Lavage Fluid', 'Inguinal lymph node', 'Endotracheal aspirate', 'Basophils', 'Monocyte', 'Lymphocyte', 'Negative Control', 'PBL', 'Cerebrospinal Fluid', 'Urine', 'Cord blood', 'Colonic Lamina Propria', 'Bone', 'Lung', 'Umbilical cord blood', 'B cell', 'Skin of body', 'Fibroblast', 'Lipid', 'Plasma', 'Red Blood Cell', 'Whole blood', 'brain', 'Lung lymph node', 'Synovial tissue', 'Protein', 'Nasal lavage fluid', 'Jejunum', 'Cervical lymph nodes', 'Pancreatic Stellate Cells', 'Saliva', 'Dendritic cell', 'Cell culture supernatant', 'Osteoblasts', 'Spleen', 'Oropharyngeal Swab Specimen', 'Lymph node', 'Ileum', 'Not Specified', 'Nasal Swab or Nose Specimen', 'PBMC', 'Synovial fluid', 'Organoids', 'Urinary bladder', 'Gastric lamina propria', 'Pooled Sample', 'OtherSampleType', 'Macrophage', 'Tumor Tissue', 'Dermis', 'Salivary Glands', 'Placenta', 'NK cell', 'Mesenteric lymph node', 'Rectal Swab Specimen', 'Bone Marrow', 'Serum', 'Convalescent Plasma', 'Optic Nerve', 'Kidney', 'T cell', 'Mouse Ear', 'Nasopharyngeal Swab Specimen']",,RNAseq
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HumanOmniExpress-24 v1.2 BeadChip', 'PacBio Sequel IIe System', 'Cherry Imaging TRACE Platform', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'Promega GloMax Discover', 'scale', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'Illumina NextSeq 550', 'Infinium HumanOmniExpressExome', 'Cherry Imaging FACE Platform', 'Bionano Irys', 'Illumina 1M', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HumanHap300', 'Illumina NextSeq 2000', 'LI-COR Odyssey CLx', 'Illumina HiSeq 3000', 'Chromium X', 'Illumina Omni2pt5M', '10x Visium Spatial Gene Expression', 'Agilent 44Karray', 'LifeViz Infinity System', 'Illumina Genome Analyzer IIx', 'Spectramax M Series', 'Not applicable', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'BGISEQ-500', 'Nanostring Counter', 'Illumina NovaSeq 6000', 'Illumina h650', 'Perlegen 300Karray', 'Not Specified', 'Illumina HiSeq 2500', 'Illumina HumanOmni1-Quadv1.0', 'Vectra H1 3D Imaging System', 'PacBio Sequel II System', 'Illumina HiSeq X', 'Orbitrap Fusion Lumos Tribrid', 'Illumina Omni5M', 'Illumina WholeGenome DASL', 'Illumina HiSeq 4000', 'Vevo 3100 Imaging System', 'Illumina Human660W-Quad v1.0 BeadChip', 'EnVision 2103 Multiplate Reader', 'Affymetrix U133AB', 'LTQ Orbitrap XL', 'Olympus DP80', 'OtherTechnologyPlatformVersion', 'Q Exative HF', 'Zeiss LSM 980', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina HumanMethylation450', 'Illumina HiSeq 2000', 'Nanostring GeoMx', 'Unknown', 'PacBio RS II', 'LifeViz Micro System', 'Not collected']",,RNAseq
valueReported,valueReported,ValueReported,The count or gene count for the transcript,True,,,,RNAseq
totalReads,totalReads,TotalReads,Total number of sequencing reads from a library.,True,,,,WholeGenomeSequencing
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,WholeGenomeSequencing
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,WholeGenomeSequencing
resultUnit,resultUnit,ResultUnit,The unit for the result value,True,,"['Not Specified', 'TPM', 'RPKM', 'FPKM']",,WholeGenomeSequencing
referenceTranscriptID,referenceTranscriptID,ReferenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,WholeGenomeSequencing
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,WholeGenomeSequencing
runType,runType,RunType,The type of run,True,,"['pairedEnd', 'singleEnd']",,WholeGenomeSequencing
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Not applicable', 'Unknown', 'OtherLibraryVersion', 'Not collected']",,WholeGenomeSequencing
specifyTranscriptType,specifyTranscriptType,SpecifyTranscriptType,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
repositoryName,repositoryName,RepositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",True,,"['MassIVE', 'Ensembl', 'ImmPort', 'Metabolomics Workbench', 'MGnify', 'SRA', 'OtherRepositoryName', 'dbGAP', 'PRIDE', 'Not applicable', 'GEO', 'Not Specified', 'GenBank', 'NCBI Gene', 'ENA', 'MetaboLights', 'Broad Single Cell Portal', 'IEDB', 'ArrayExpress', 'GISAID', 'Unknown', 'UniProt', 'FlowRepository', 'Not collected']",,WholeGenomeSequencing
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
Component,Component,Component,TBD,False,,,,WholeGenomeSequencing
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,WholeGenomeSequencing
readLength,readLength,ReadLength,The length of the read,True,,,,WholeGenomeSequencing
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherReadLengthUnits', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml']",,WholeGenomeSequencing
libraryPrep,libraryPrep,LibraryPrep,The general strategy by which the library was prepared,True,,"['rRNAdepletion', ""Chromium Single Cell 3'"", 'PCRfree', 'cellHashing', 'amplicon', 'Not applicable', 'lncRNAenrichment', 'methylSeq', 'proximity ligation', 'miRNAenrichment', 'polyAselection', 'multiome', 'Not Specified', 'MULTIseq', 'DNALibraryConstruction', 'KapaHyperPrep', 'totalRNA', 'STARRSeq', 'OtherLibraryPrep', 'Unknown', 'SureCell', 'EndItDNAEndRepairKit', 'SPLITseq', 'Not collected']",,WholeGenomeSequencing
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
sequencingBatchID,sequencingBatchID,SequencingBatchID,"Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,WholeGenomeSequencing
specifyRepositoryName,specifyRepositoryName,SpecifyRepositoryName,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['OtherLibraryPreparationMethod', 'Drop-Seq', 'Smart-seq2', 'Ultralow Methyl-Seq', 'sac-seq', 'CEL-seq', 'Not applicable', 'Smart-seq4', 'SMRTbell', 'NexteraXT', 'Accel-NGS 2S Plus', 'Not Specified', 'NEBNext', 'Omni-ATAC', 'Accel-NGS Methyl-Seq', '10x', 'TruSeq', 'Smart-seq1', 'Unknown', 'Not collected']",,WholeGenomeSequencing
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
transcriptType,transcriptType,TranscriptType,The type of transcript reported,True,,"['Not Specified', 'Not applicable', 'mRNA', 'Unknown', 'lincRNA', 'OtherTranscriptType', 'snRNA', 'Not collected']",,WholeGenomeSequencing
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'OtherPlatformLocation', 'Not applicable', 'Unknown', 'Not collected']",,WholeGenomeSequencing
libraryBatchID,libraryBatchID,LibraryBatchID,"Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,,,WholeGenomeSequencing
specifyLibraryPrep,specifyLibraryPrep,SpecifyLibraryPrep,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Amniotic Fluid', 'Pancreas', 'Sputum', 'Small intestine', 'Appendix', 'cell line', 'Carbohydrate', 'Popliteal lymph node', 'Vagina', 'Epithelium', 'Thymus', 'Feces', 'Tonsil', 'Liver', 'Colon', 'Dried Blood Spot', 'Brachial lymph node', 'Trachea', 'Neutrophil', 'Stomach', 'Positive Control', 'Breast Milk', 'Nasal Swab', 'DNA', 'Leukocytes', 'Bronchoalveolar Lavage Fluid', 'Inguinal lymph node', 'Endotracheal aspirate', 'Basophils', 'Monocyte', 'Lymphocyte', 'Negative Control', 'PBL', 'Cerebrospinal Fluid', 'Urine', 'Cord blood', 'Colonic Lamina Propria', 'Bone', 'Lung', 'Umbilical cord blood', 'B cell', 'Skin of body', 'Fibroblast', 'Lipid', 'Plasma', 'Red Blood Cell', 'Whole blood', 'brain', 'Lung lymph node', 'Synovial tissue', 'Protein', 'Nasal lavage fluid', 'Jejunum', 'Cervical lymph nodes', 'Pancreatic Stellate Cells', 'Saliva', 'Dendritic cell', 'Cell culture supernatant', 'Osteoblasts', 'Spleen', 'Oropharyngeal Swab Specimen', 'Lymph node', 'Ileum', 'Not Specified', 'Nasal Swab or Nose Specimen', 'PBMC', 'Synovial fluid', 'Organoids', 'Urinary bladder', 'Gastric lamina propria', 'Pooled Sample', 'OtherSampleType', 'Macrophage', 'Tumor Tissue', 'Dermis', 'Salivary Glands', 'Placenta', 'NK cell', 'Mesenteric lymph node', 'Rectal Swab Specimen', 'Bone Marrow', 'Serum', 'Convalescent Plasma', 'Optic Nerve', 'Kidney', 'T cell', 'Mouse Ear', 'Nasopharyngeal Swab Specimen']",,WholeGenomeSequencing
rnaBatchID,rnaBatchID,RnaBatchID,"RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,WholeGenomeSequencing
